,index_x,Final_Tags
11,"Imallapipas huchachanankupaqmi wateqaspanku, chaytaqa nirqanku. Jesustaq ichaqa, pampaman k'umuykuspan, dedonwan hallp'api qelqasharqan.",JHN-7-6
13,"Ichaqa sinchita tapupayaqtinkutaq, sayarispan paykunata nirqan: —Mayqenniykichispas mana huchayoq kaq, ñawpaqta kay warmita rumiwan ch'aqechun, nispa.",JHN-7-7
15,"Yapamanta pampaman k'umuykuspantaq, hallp'api qelqashallarqantaq.",JHN-7-8
17,"Ichaqa chayta uyarispankutaq, konsiensiankupi huchachasqa karqanku. Hinan aswan kurakkunamanta qallarispa, qhepa kaqkunakama, ch'ulla ch'ullallamanta lloqsipurqanku. Hinan Jesusqa sapallanña, hinallataq chawpipi sayashaq warmillapiwanña qhepakurqanku.",JHN-7-9
19,"Hinaqtinmi Jesusqa sayarispa, mana pitapas rikurqanñachu. Aswanpas warmillataña qhawarispanmi, nirqan: —Warmi, ¿maypitaq huchachaqniykikunari kashanku? ¿Manachu pipas huchachasunki? nispa.",JHN-7-10
21,"Warmitaqmi nirqan: —Señor, manan pipas huchachawanchu, nispa. Hinaqtinmi Jesusqa payta nirqan: —Manan ñoqapas huchachaykichu. Ripuy, hinaspa kunanmantaqa amaña huchallikuyñachu, nispa.",JHN-7-11
23,"Hinan Jesusqa, wakmanta fariseokunata rimaykuspan nirqan: —Ñoqan, kay pachaq k'anchayninqa kani. Pipas ñoqata qatikuwaqqa, manan hayk'aqpas laqha-tutayaqpi purinqachu. Aswanpas kawsay qokuq k'anchayniyoqmi kanqa, nispa.",JHN-7-12
25,"Hinaqtinmi fariseokunaqa, payta nirqanku: —Qanqa kikiykimantan willakunki. Willakuyniykitaqmi ichaqa, mana cheqaqchu, nispanku.",JHN-7-13
27,"Jesustaq kutichispan, paykunata nirqan: —Maymantachus hamurqani, hinallataq maymanchus rishani, chaytaqa yachanin. Chaymi, hinaña ñoqa kikiymanta willakuni chaypas, willakuyniyqa cheqaqpuni. Qankunan ichaqa, maymantachus hamuni, maymantaqchus rishani, chaytaqa mana yachankichischu.",JHN-7-14
29,"Qankunaqa, runakunaq yuyaykusqankuman hinallan chaninchankichis. Ñoqan ichaqa, mana pitapas chaninchanichu.",JHN-7-15
31,"Manan ñoqaqa sapallaychu kashani. Aswanpas ñoqaqa, kachamuwaqniy Yayawanmi kashani. Chaymi, sichus ñoqa chaninchani chaypas, chaninchayniyqa cheqaqpuni.",JHN-7-16
33,"Hinallataq Kamachikuy Simi qelqaykichispipas qelqasqan kashan: ‘Iskay qharikunaq willakuyninqa cheqaqpunin,’ nispa.",JHN-7-17
35,"Kikiymanta willakuqqa ñoqan kani. Kachamuwaqniy Yayapas ñoqallamantataqmi willakullantaq, nispa.",JHN-7-18
37,"Hinaqtinmi Jesusta nirqanku: —¿Maypitaq Yayaykiri kashan? nispanku. Jesustaq kutichirqan: —Manan ñoqatapas reqsiwankichischu. Nillataq Yayaytapas reqsinkichischu. Sichus ñoqata reqsiwankichisman karqan chayqa, Yayaytapas reqsiwaqchismi karqan, nispa.",JHN-7-19
39,"Dios yupaychana wasipi, maypichus ofrendakuna churana cheqaspi yachachishaspanmi, chay simikunata Jesusqa rimarqan. Hap'inanku orasqa manaraqmi chayamusqachu karqan. Chayraykun mana pipas payta hap'irqanraqchu.",JHN-7-20
41,"Wakmantataqmi Jesusqa paykunata nirqan: —Ñoqaqa ripusaqmi, hinan qankunaqa maskhawankichis. Ichaqa huchaykichispin wañunkichis. Maymanchus risqaymanqa, manan hamuyta atiwaqchischu, nispa.",JHN-7-21
43,"Hinaqtinmi judío runakunaqa nirqanku: —Nishanmi: ‘Maymanchus risqaymanqa, manan hamuyta atiwaqchischu,’ nispan. Chay hinaqa, ¿pay kikintachu wañuchikunqa? nispanku.",JHN-7-22
45,"Jesustaq paykunata nirqan: —Qankunaqa hallp'a pachamantan kankichis. Ñoqataq, hanaq pachamanta kani. Qankunaqa kay pachamantan kankichis. Ñoqan ichaqa, mana kay pachamantachu kani.",JHN-7-23
47,"Sichus Ñoqa kasqayta mana iñinkichischu chayqa, huchaykichispin wañupunkichis. Chaymi nirqaykichis: ‘Huchaykichispin wañupunkichis’, nispay’ nispa.",JHN-7-24
49,"Hinaqtinmi Jesusta nirqanku: —¿Qanri pitaq kanki? nispanku. Hinan Jesusqa paykunata nirqan: —Qallariymantapachan, pichus kasqaytaqa nirqaykichis.",JHN-7-25
51,"Askha imaymanakunan qankunamanta ninaypaq, hinallataq chaninchanaypaq kapushawan. Kachamuwaqniymi ichaqa, cheqaqpuni. Ñoqataqmi, paymanta uyarisqayta kay pachapi runaman nini, nispa.",JHN-7-26
53,Ichaqa manataqmi Yayamanta Jesuspa paykunaman rimasqanta entiendirqankuchu.,JHN-7-27
55,"Hinaqtinmi Jesusqa, paykunata nirqan: —Maypachachus Runaq Churinta hoqarinkichis, chayñan pichus ñoqa kasqaytaqa yachankichis. Hinallataq, mana imatapas ñoqaq kikillaymanta ruwasqayta, aswanpas imaynatachus Yayayqa yachachiwasqanman hinapuni rimasqaytapas yachankichis.",JHN-7-28
57,"Ñoqaqa, imachus Yayayta kusichin, chaytapunin ruwani. Chayraykun, kachamuwaqniy Yayayqa ñoqawanpuni kashan. Manataqmi sapallaytachu saqerpariwan, nispa.",JHN-7-29
59,"Jesús chaykunata rimashanankamataqmi, askha runakuna paypi iñikapurqanku.",JHN-7-30
61,"Hinaqtinmi Jesusqa, judío runakunamanta pikunachus paypi kreesqaku karqan, paykunata nirqan: —Sichus rimasqaykunapi takyankichis chayqa, cheqaqmantapunin yachachisqaykuna kankichis.",JHN-7-31
63,"Hinan cheqaq kaqta reqsinkichis. Cheqaq kaqtaqmi kacharichisunkichis, nispa.",JHN-7-32
65,"Paykunataq kutichispa nirqanku: —Abrahampa mirayninkunan kayku. Manataqmi hayk'aqpas piqpa kamachinpas karqaykuchu. ¿Imaynataq qanri ninki: ‘Kacharichisqan kapunkichis,’ nispari? nispanku.",JHN-7-33
67,"Jesustaq paykunaman kutichirqan: —Cheqaqta, cheqaqtan niykichis: ‘Hayk'an huchallikuspallapuni kashaqqa, huchaq kamachinmi,’ nispay.",JHN-7-34
69,"Kamachi runaqa, manan wasipi wiñaypaqchu takyan. Churitaqmi ichaqa, wiñaypaq takyan.",JHN-7-35
71,"Chay hinaqa, sichus Churi kacharichisunkichisman chayqa, cheqaqmantapunin kacharichisqa kawaqchis.",JHN-7-36
73,"Abrahampa mirayninkuna kasqaykichistaqa yachanin. Ichaqa rimasqaymi, mana qankunapi kabinchu. Chayraykun wañuchiwaytapuniqa munashankichis.",JHN-7-37
75,"Ñoqaqa, Yayaywan kashaspa rikusqaytan rimani. Qankunataq ichaqa, imatachus taytaykichismanta uyarisqaykichista ruwankichis, nispa.",JHN-7-38
77,"Kutichispankutaq Jesusta nirqanku: —Taytaykuqa Abrahammi, nispanku. Jesustaq paykunata nirqan: —Sichus Abrahampa wawankuna kawaqchis chayqa, Abrahampa ruwayninkunatan ruwawaqchis.",JHN-7-39
79,"Kunantaq ichaqa, ñoqa Diosmanta uyarisqay cheqaq kaq rimapayaqniykichis runata wañuchiytapuni munashawankichis. Chaytaqa, manapunin Abrahamqa ruwarqanchu.",JHN-7-40
81,"Hinallataq qankunaqa, taytaykichispa ruwayninkunatan ruwankichis, nispa. Hinaqtinmi paykunaqa Jesusta nirqanku: —Ñoqaykuqa manan qhellipi puriymanta naseqchu kayku. Ch'ullallan Taytaykuqa, payqa Diosllapunin, nispanku.",JHN-7-41
83,"Hinaqtinmi Jesusqa, paykunata nirqan: —Ñoqaqa, Diosmantan lloqsimurqani, hinallataq hamurqani. Manan ñoqaqa kikiymantachu hamurqani, aswanpas Yayaymi kachamuwarqan. Chayrayku, sichus Diospuni taytaykichis kanman chayqa, munakuwankichismanmi.",JHN-7-42
85,"¿Imanaqtintaq nisqaytari mana entiendinkichischu? Qankunaqa manan simiyta uyarinkichischu, chaymi mana entiendinkichischu.",JHN-7-43
87,"Qankunaqa, taytaykichis saqramantan kankichis. Chaymi taytaykichispa mana allin munasqankunata ruwayta munankichis. Paypiqa manan cheqaq kaqqa kanchu. Chayraykun, payqa qallariymantapacha runa wañuchiq karqan. Nitaqmi cheqaq kaqpipas takyarqanchu. Payqa llullan, hinallataq llullakuypa taytanmi. Chayraykun, llullakuspa riman chayqa, paypa kaqkunamanta riman.",JHN-7-44
89,"Ichaqa, qankunaman cheqaq kaqta nisqayraykutaqmi, ñoqataqa mana kreewankichischu.",JHN-7-45
91,"¿Qankunamanta mayqenniykichistaq huchayoqtari tariwankichisman? Cheqaq kaqtataq nini chayqa, ¿imanaqtintaq manari kreewankichischu?",JHN-7-46
93,"Pipas Diosmanta kaqqa, Diospa nisqan kunatan uyarin. Qankunaqa manan Diosmantachu kankichis. Chayraykun qankunaqa, Diospa nisqankunata mana uyarinkichischu, nispa.",JHN-7-47
95,"Judío runakunataqmi kutichispanku, Jesusta nirqanku: —Ñoqaykuqa niykikun: ‘Qanqa Samaria probinsiamantan kanki, hinallataq supayniyoqmi kashanki,’ nispayku. ¿Chay nisqaykuri, manachu allin? nispanku.",JHN-7-48
97,"Jesustaq kutichirqan: —Manan supayniyoqchu kashani. Aswanmi, ñoqaqa Yayayta allinpaq hap'ini. Qankunataqmi ichaqa, ñoqata mana allinpaq hap'iwankichis.",JHN-7-49
99,Ñoqaqa manan hatunchasqa kaytachu maskhani. Hatunchasqa kanayta maskhaqpas chaninchaqpas Yayaymi.,JHN-7-50
101,"Cheqaqta, cheqaqtan niykichis: ‘Sichus pipas simiyta hunt'anqa chayqa, manapunin hayk'aqpas wiñaypa wiñayninpaq wañuytaqa rikunqachu,’ nispay, nispa.",JHN-7-51
103,"Hinaqtinmi judío runakunaqa, Jesusta nirqanku: —¡Kunanqa, supayniyoq kashasqaykita yachaykun! Abrahampas, Diospa rantinpi rimaqkunapas wañukapurqankun. Qantaq ninki: ‘Sichus pipas simiyta hunt'anqa chayqa, manapunin hayk'aqpas wiñaypa wiñayninpaq wañunqachu,’ nispayki.",JHN-7-52
105,"¿Qanri, wañukapuq taytayku Abrahammanta, hinallataq Diospa rantinpi rimaqkuna wañukapuqlla kaqkunamantapas aswan allinchu kanki? ¿Pimantaq qanri tukunki? nispanku.",JHN-7-53
107,"Jesustaq kutichirqan: —Sichus ñoqa kikiyta allinpaq hap'ikuni chayqa, allinpaq hap'ikuyniyqa manan imapaschu. Allinpaq hap'iwaqniyqa Yayaymi. Qankunapas paytan ninkichis: ‘Diosniykun’ nispaykichis.",JHN-7-54
109,"Qankunaqa, manataqmi payta reqsirqankichischu. Ñoqan ichaqa, payta reqsini. Sichus manan reqsinichu niyman chayqa, qankuna hina llullan kayman. Ñoqan ichaqa, payta reqsini, hinallataq simintapas hunt'ani.",JHN-7-55
111,"Taytaykichis Abrahamqa, p'unchayniyta rikunan kaqtinmi, anchata kusikurqan. Rikurqantaqmi kanpas, hinan kusikurqan, nispa.",JHN-7-56
113,"Judío runakunataq payta nirqanku: —Manaraqmi phisqa chunka watayoqpasraqchu kashanki. ¿Chaychu, Abrahamtari rikuwaq karqan? nispanku.",JHN-7-57
115,"Jesustaq paykunata nirqan: —Cheqaqta, cheqaqtan niykichis: ‘Manaraq Abrahampas kashaqtinmi, Ñoqaqa kani,’ nispay, nispa.",JHN-7-58
117,"Hinan Jesusta ch'aqenankupaq rumikunata hoqarikurqanku. Jesustaqmi ichaqa, pakakurqan, hinaspa Dios yupaychana wasimanta lloqsirqan. Hinan paykunaq chawpinkuta pasaspa, lloqsipurqan.Copyrighted Material",JHN-7-59
1,"Pasashaspantaqmi Jesusqa, nasesqanmantapacha huk ñawsa runata rikurqan.",JHN-8-1
3,"Yachachisqankunataq Jesusta tapuspa nirqanku: —Rabí, ¿ñawsa nasenanpaqri, pitaq huchallikurqan? ¿Kay runachu, ichari tayta-mamanchu huchallikurqan? nispanku.",JHN-8-2
5,"Jesustaq kutichirqan: —Manan kay runachu huchallikurqan, nitaq taytamamanpaschu huchallikurqanku. Aswanpas, Diospa ruwayninkuna paypi rikuchisqa kananpaqmi, kay hina karqan.",JHN-8-3
7,"P'unchayraq kashanankamaqa, kachamuwaqniypa ruwayninkunata ruwanayqa nesesariopunin. Tutataqmi ichaqa, hamushanña. Chaymi manaña pipas llank'ayta atinqañachu.",JHN-8-4
9,"Ñoqa kay pachapi kashanaykamaqa, kay pachaq k'anchayninmi kani, nispa.",JHN-8-5
11,"Chayta nispataqmi, hallp'a pampaman thoqarqan, hinan thoqayninwan t'uruta ruwarqan. Chaywantaq ñawsa runaq ñawinta llusiykurqan.",JHN-8-6
13,"Hinan payta nirqan: —Siloé p'uytupi mayllikamuq riy, nispa. Chaymi ñawsa runaqa rispan, mayllikamurqan. Hinan qhawaripuspaña kutimpurqan. ‘Siloé’ ninantaqa ‘kachasqa’ ninantan nin.",JHN-8-7
15,"Hinaqtinmi wasimasinkunapas, ñawpaqta ñawsa kasqanta reqsiqkunapas nirqanku: —¿Mañachu kay runaqa, tiyaykuspa mañapakuq runa kashan? nispanku.",JHN-8-8
17,"Hukkunan nirqanku: —Paymi, nispanku. Wakintaqmi nirqanku: —Manan. Ichaqa paymanmi rikch'akun, nispanku. Paytaq nirqan: —Ñoqan kani, nispa.",JHN-8-9
19,Hinaqtinmi payta nirqanku: —¿Imaynapitaq ñawiykiri kicharisqa karqan? nispanku.,JHN-8-10
21,"Paytaq kutichispa nirqan: —Jesús sutiyoq runan, t'uruta ruwasqanwan ñawiyta llusiyku- warqan. Niwarqantaq: ‘Siloé p'uytuman riy hinaspa mayllikamuy,’ nispa. Hinan rispa mayllikamuqtiy, qhawaripurqani, nispa.",JHN-8-11
23,"Hinaqtinmi payta nirqanku: —¿Maypitaq payri kashan? nispanku. Paytaq nirqan: —Manan yachanichu, nispa.",JHN-8-12
25,"Hinan ñawpaq ñawsa kasqa karqan, chay runata fariseokunaq kasqankuman aparqanku.",JHN-8-13
27,"T'uruta ruwaspan, ñawsa runaq ñawinta Jesuspa kicharichisqan, chay p'unchayqa sábado p'unchaymi karqan.",JHN-8-14
29,"Hinaqtinmi, fariseokunaqa imaynamantachus qhawaripurqan, chayta wakmanta payta tapullarqankutaq. Hinan paykunata nirqan: —Payqa t'uruwanmi ñawiy pataman churawarqan, hinan mayllikamuqtiy qhawaripuni, nispa.",JHN-8-15
31,"Hinaqtinmi, wakin fariseokunaqa nirqanku: —Kay runaqa manamá sabado p'unchayta waqaychashanchu. Chaymi kay runaqa, mana Diosmantachu hamun, nispanku. Wakintaq ichaqa nirqanku: —¿Imaynataq huk huchasapa runa kay hina señalkunatari ruwayta atinman? nispanku. Hinan paykunapurapi, t'aqanakuy karqan.",JHN-8-16
33,"Hinaqtinmi wakmanta ñawsa runata nirqanku: —¿Qanri, ñawiykita kichariq runamanta imaninkitaq? nispanku. Paytaq nirqan: —Payqa Diospa rantinpi rimaqmi, nispa.",JHN-8-17
35,"Judío runakunataqmi ichaqa, qhawaripuq runaq taytamamanta waqyamunankukama, chay runa ñawsa kashaspa, qhawaripusqanta mana kreerqankuchu.",JHN-8-18
37,Hinan paykunata tapuspanku nirqanku: —¿Ñawsan naserqan nisqaykichis wawaykichis paychu? ¿Imanaqtintaq kunanri qhawaripun? nispanku.,JHN-8-19
39,"Tayta-mamantaq kutichispa, paykunata nirqanku: —Payqa, wawaykupuni kasqanta, hinallataq ñawsa nasesqantapas yachaykun.",JHN-8-20
41,"Imaynatachus kunan qhawaripun, chaytan ichaqa mana yachaykuchu. Otaq pichus ñawinta kicharirqan chaytapas manallataqmi yachaykuchu. Yuyayniyoqñan. Payta tapuychis, hinan pay kikin rimarinqa, nispanku.",JHN-8-21
43,"Tayta-mamanqa, judío runakunata manchakusqankuraykun chayta nirqanku. Ñan judío runakunaqa rimanakusqakuña karqan: ‘Sichus pipas Jesuspa Mesías kasqanta rimarirunqa, chayqa, judío runakunaq huñukunanku wasimanta qarqosunchis,’ nispanku.",JHN-8-22
45,"Chaymi tayta-mamanqa nirqanku: ‘Yuyayniyoqñan. Payta tapuychis,’ nispanku.",JHN-8-23
47,"Hinaqtinmi ñawsa kasqa karqan chay runata wakmanta waqyamuspa nirqanku: —¡Diosta hatunchay! Ñoqaykuqa, chay runaq huchasapa kasqanta yachaykun, nispa.",JHN-8-24
49,"Hinaqtinmi payqa kutichispa nirqan: —Huchasapachus, icha manachus chaytaqa, manan yachanichu. Ichaqa kayllatan yachani: Ñawsa kashaspaymi, kunanqa qhawaripuni, nispa.",JHN-8-25
51,Hinan wakmanta payta nirqanku: —¿Imatataq ruwarqasunkiri? ¿Imaynatataq ñawiykitari kicharirqasunki? nispanku.,JHN-8-26
53,"Paytaq paykunaman kutichirqan: —Ñan niykichisña, qankunataqmi mana uyariwankichischu. ¿Imanaqtintaq wakmanta uyariytari munashankichis? ¿Qankunapas yachachisqankuna kapuytachu munashankichis? nispan.",JHN-8-27
55,"Hinan payta k'amirqanku. Nirqankutaq: —¡Qanqa paypa yachachisqanmi kanki! ¡Ñoqaykun ichaqa, Moisespa yachachisqankuna kayku!",JHN-8-28
57,"Diospa Moisesman rimaykusqanta ñoqaykuqa yachaykun. Chay runa maymantachus kasqantan ichaqa, mana yachaykuchu, nispanku.",JHN-8-29
59,"Chay runataq kutichispan, paykunata nirqan: —Maymantachus kasqanta qankunaqa manan yachankichischu. ¡Chayqa utirayanapaqmá! Ñoqatataqmi ichaqa, ñawiyta kichariwarqan.",JHN-8-30
61,"Diosqa, manan huchasapakunata uyarinchu. Chaytaqa yachanchistaqmi. Aswanpas, pipas Diosta manchakuqta, hinallataq munaynin ruwaqtan, payqa uyarin.",JHN-8-31
63,"Nasesqanmantapacha ñawsa runata pipas ñawinkuna kichariqmantaqa, qallariymantapachan manapuni hayk'aqpas uyarikurqanchu.",JHN-8-32
65,"Sichus chay runa mana Diosmantachu hamunman chayqa, manapunin imatapas ruwayta atinmanchu, nispa.",JHN-8-33
67,Paykunataq kutichispa nirqanku: —Qanqa huchapipunin naserqanki. ¿Qantaqchu yachachiyta munashawankiku? nispanku. Hinan judío runakunaq huñukunanku wasimanta payta qarqopurqanku.,JHN-8-34
69,Chay runata qarqopusqankutan Jesusqa uyarirqan. Hinan payta tarispan tapurqan: —¿Diospa Churinpi qan iñinkichu? nispa.,JHN-8-35
71,"Paytaq kutichispan nirqan: —Señor, ¿paypi iñinaypaq, pitaq payri? nispa.",JHN-8-36
73,"Jesustaq payta nirqan: —Rikurqankiñan. Hinaqa pichus qanwan rimashan paymi, nispa.",JHN-8-37
75,"Chay runataq nirqan: —¡Señor, iñinin! nispa. Hinan qonqoriykukuspa, Jesusta yupaycharqan.",JHN-8-38
77,"Jesustaq nirqan: —Huchachanaypaqmi kay pachamanqa hamurqani. Mana rikuqkuna, qhawaripunankupaq, rikuqkunañataq ichaqa ñawsayachisqa kanankupaqmi hamurqani, nispa.",JHN-8-39
79,"Chayta uyarispankutaq, Jesuswan kashaq wakin fariseokunaqa payta nirqanku: —¿Ñoqaykupas ñawsallataqchu kayku? nispanku.",JHN-8-40
81,"Jesustaq paykunata nirqan: —Sichus ñawsa kawaqchis chayqa, manan huchayoqchu kawaqchis. Kunantaq ichaqa ninkichis: ‘Rikushaykun,’ nispaykichis. Chaymi huchaykichiskunaqa qankunapipuni takyan, nispa.Copyrighted Material",JHN-8-41
1,"Jesusqa nillarqantaqmi: —Cheqaqta, cheqaqtan niykichis: ‘Pipas obeha kanchaman mana punkuntachu haykun, aswanpas huk ladonta haykun chayqa, chay runaqa, suwa hinallataq q'aru suwan,’ nispay.",JHN-9-1
3,"Pipas punkunta haykuqmi ichaqa, obehakunata michiq.",JHN-9-2
5,"Punku kuidaqqa, michiqpaqmi punkuta kicharin. Obehakunataq paypa kunkanta uyarinku. Hinan obehankunata sutinmantakama waqyaspan, hawaman pusan.",JHN-9-3
7,"Llapan paypa kaqkunata hawaman pusaspantaq, obehankunaq ñawpaqenta rin. Hinan kunkanta reqsisqankurayku, obehakunaqa payta qatikunku.",JHN-9-4
9,"Mana reqsisqatan ichaqa, kunkanta mana reqsisqankurayku, mana hayk'aqpas qatikunkumanchu. Aswanmi paymantaqa ayqerikunku, nispa.",JHN-9-5
11,"Chay rikch'anachiytan Jesusqa paykunaman nirqan. Paykunataqmi ichaqa, imatachus paykunaman rimaykusqanta, mana entiendirqankuchu.",JHN-9-6
13,"Hinaqtinmi Jesusqa wakmanta paykunaman nirqan: —Cheqaqta, cheqaqtan niykichis: ‘Obehakunaq punkunqa ñoqan kani,’ nispay.",JHN-9-7
15,"Lliw ñoqamanta ñawpaq hamuqkunaqa, suwakuna, hinallataq q'aru suwakunan karqanku. Obehakunataqmi ichaqa, mana paykunata uyarirqankuchu.",JHN-9-8
17,"Ñoqan punkuqa kani. Sichus pipas ñoqanta haykunqa chayqa, qespichisqan kanqa. Haykunqa, lloqsinqa, hinan q'achuta tarinqa.",JHN-9-9
19,"Suwaqa suwanallanpaq, wañuchinallanpaq, hinallataq tukunallanpaqmi hamun. Ñoqan ichaqa, runakuna kawsayniyoq kananpaq, hinallataq runakuna ancha askha kawsayniyoq kananpaq hamurqani.",JHN-9-10
21,"Ñoqan allin michiqqa kani. Allin michiqqa, obehakunaraykun kawsayninta churan.",JHN-9-11
23,"Pagasqa michiqqa, manan cheqaq michiqchu. Payqa lobo hamushaqta rikuspanmi, obehakuna mana paypachu kasqanrayku, chay obehakunata saqerparispa ayqekapun. Hinan loboqa, wakin obehakunata hap'in. Wakintataq ch'eqechin.",JHN-9-12
25,"Pagasqa michiqqa, pagasqa kasqanraykun, ayqekun. Paymanqa, manan imapas obehakunamanta qokunchu.",JHN-9-13
27,"Ñoqaqa, allin michiqmi kani. Obehaykunatapas reqsinin. Paykunataqmi ñoqata reqsiwanku.",JHN-9-14
29,"Imaynan Yayaypas reqsiwan, chay hinallataqmi ñoqapas Yayayta reqsini. Hinan obehakunarayku kawsayniyta churani.",JHN-9-15
31,"Hinallataq mana kay obeha kanchamanta kaq, wakin obehakunapas kapullawantaqmi. Paykunatapas ñoqaqa apamunaypunin. Hinan kunkayta uyarinqaku. Chay hinapin ch'ulla obeha t'aqalla, hinallataq ch'ulla michiqlla kanqa.",JHN-9-16
33,"Wakmanta kawsanaypaqmi, ñoqaqa kawsayniyta churarqani. Chaymi Yayayqa munakuwan.",JHN-9-17
35,"Manan pipas kawsayniytaqa qechuwanchu. Aswanpas ñoqa kikillaymantapunin churani. Kawsayniyta qonaypaqpas atiyniyoqmi kani. Hinallataq wakmanta kawsanaypaqpas atiyniyoqmi kani. Chay kamachikuytaqa Yayaymantan chaskirqani, nispa.",JHN-9-18
37,"Chay simikunaraykun, wakmanta judío runakunapurapi t'aqanakuy karqan.",JHN-9-19
39,Hinan paykunamanta askha nirqanku: —Supayniyoqmi kashan. Hinallataq manapuniñan yuyayninpichu kashan. ¿Imapaqñataq paytari uyarinkichis? nispanku.,JHN-9-20
41,"Wakinkunataq nirqanku: —Kay simikunaqa manan supayniyoq runaqchu. ¿Huk supayri, ñawsakunaq ñawinta kichariyta atinmanchu? nispanku.",JHN-9-21
43,Hinan Jerusalén llaqtapi Diosman hap'ichina fiesta chayamusharqan. Paray tiempotaqmi karqan.,JHN-9-22
45,"Hinan Jesusqa, Dios yupaychana wasipi Salomonpa portalninta purisharqan.",JHN-9-23
47,"Hinaqtinmi judío runakunaqa Jesusta muyurukuspanku, payta nirqanku: —¿Hayk'aqkamataq iskayrayachiwankikuri? Sichus Cristopuni kanki chayqa, sut'inta niwayku, nispanku.",JHN-9-24
49,"Jesustaq paykunaman kutichirqan: —Nirqaykichisñan. Qankunataqmi ichaqa, mana kreewankichischu. Yayaypa sutinpi ruwaykuna ruwasqaykunan ñoqamantaqa willakushan.",JHN-9-25
51,"Qankunamanmi ichaqa, nirqaykichis: ‘Manan obehaykunachu kankichis,’ nispay. Chaymi qankunaqa, mana kreewankichischu.",JHN-9-26
53,"Obehaykunaqa, kunkaytan uyarinku. Ñoqataqmi paykunata reqsini. Hinan paykunaqa qatikuwanku.",JHN-9-27
55,Ñoqaqa wiñay kawsaytan paykunaman qoni. Hinan mana hayk'aqpas chinkanqakuchu. Manataqmi pipas makiymanta paykunataqa qechuwanqachu.,JHN-9-28
57,"Qowaqniy Yayayqa, llapamantapas aswan atiyniyoqmi. Manataqmi pipas Yayaypa makinmantaqa paykunata qechuyta atinmanchu.",JHN-9-29
59,"Ñoqawan, Yayaywanqa ch'ullallan kayku, nispa.",JHN-9-30
61,"Hinaqtinmi judío runakunaqa, Jesusta rumiwan ch'aqenankupaq wakmanta rumita hoqarikurqanku.",JHN-9-31
63,Jesustaq paykunaman kutichirqan: —Yayaypa kaqninmanta askha allin ruwaykunatan rikuchirqaykichis. ¿Mayqen kaq ruwaykuna ruwasqaymantataq rumiwanri ch'aqewankichis? nispa.,JHN-9-32
65,"Judío runakunataq payman kutichispa nirqanku; —Manan, chay allin ruwaykunata ruwasqaykiraykuchu rumiwanqa ch'aqeykiku. Aswanpas, Diospa kontranpi k'arak simikuna rimasqaykiraykun rumiwanqa ch'aqeykiku. Qanqa, runa kashaspaykin, Diosman tukushanki, nispanku.",JHN-9-33
67,"Jesustaq paykunaman kutichirqan: —¿Manachu Kamachikuy Simi qelqaykichispi qelqasqa kashan: ‘Ñoqan nirqani: “dioskunan kankichis,” nispay,’ nispa? (Sal.82:6)",JHN-9-34
69,"Pikunamanchus Diospa siminqa hamurqan, paykunamantan ‘dioskuna’ nispa nirqan. Chay Qelqaqa manataqmi p'akisqa kanmanchu.",JHN-9-35
71,"Ñoqataqmi ichaqa nirqani: ‘Diospa Churinmi kani,’ nispay. Chaymi qankunaqa ninkichis: ‘Qanqa Diostan k'arakta k'amishanki,’ nispaykichis. Sichus chay hina kanman chayqa, ¿imaynatan Yayaq t'aqasqanta, hinallataq kay pachaman kachamusqanta chay hina niyta atinkichis?",JHN-9-36
73,"Sichus Yayaypa ruwayninkunata mana ruwanichu chayqa, ama kreewaychischu.",JHN-9-37
75,"Ruwanitaqchus chayqa, manaña ñoqata kreewankichis chaypas, ruwayniykunapi kreeychis. Yaya ñoqapi kashasqanta, ñoqapas paypi kashasqayta yachanaykichispaq, hinallataq kreenaykichispaq, ruwayniykunapi kreeychis, nispa.",JHN-9-38
77,"Hinaqtinmi wakmanta Jesusta hap'irqoytapuni munarqanku. Paytaqmi ichaqa, makinkumanta ayqekapurqan.",JHN-9-39
79,"Hinan Jordán mayuq wak ladon, maypichus Juanqa bautisayta qallarishaspa kasharqan, chay cheqasman wakmanta Jesusqa rirqan. Chaypitaqmi qhepakurqan.",JHN-9-40
81,"Askha runakunataq, payman rirqanku. Nirqankutaq: —Cheqaqtan Juanqa, mana ima señaltapas ruwarqanchu. Ichaqa, kay runamanta Juanpa llapan nisqanqa cheqaqmi karqan, nispanku.",JHN-9-41
83,"Hinan chaypi, askha runakuna Jesuspi iñikapurqanku.Copyrighted Material",JHN-9-42
1,"Hinan Betania llaqtamanta, Lázaro sutiyoq huk runa onqosqa kasharqan. Betania llaqtaqa, Maríaq hinallataq ñañan Martaq llaqtankun karqan.",JHN-10-1
3,"Mariaqa, Señorta q'apashaq hawinawan hawiqmi karqan. Hinallataq chakinkunatapas chukchanwan ch'akichiqmi karqan. Onqosqa kashaq Lazarotaqmi, Maríaq turan karqan.",JHN-10-2
5,"Hinaqtinmi Lázaroq panankunaqa, willaqta Jesusman kacharqanku. Chay willaqtaqmi nirqan: —Señor, qhawarillaypas, pichus munakusqaykiqa, onqosqan kashan, nispa.",JHN-10-3
