,index_x,Final_Tags
59,"And when Paul wanted to go into the assembly, the disciples would not let him.",ACT-18-30
61,Also some of the Asiarchs who were friends of his sent to him and repeatedly urged him not to venture into the theater.,ACT-18-31
63,"So then, some were shouting one thing and some another, for the assembly was in confusion and the majority did not know for what reason they had come together.",ACT-18-32
65,"Some of the crowd concluded it was Alexander, since the Jews had put him forward; and having motioned with his hand, Alexander was intending to make a defense to the assembly.",ACT-18-33
67,"But when they recognized that he was a Jew, a single outcry arose from them all as they shouted for about two hours, ``Great is Artemis of the Ephesians!""",ACT-18-34
69,"After quieting the crowd, the town clerk said, ``Men of Ephesus, what man is there after all who does not know that the city of the Ephesians is guardian of the temple of the great Artemis and of the image which fell down from heaven?",ACT-18-35
71,"``So, since these are undeniable facts, you ought to keep calm and to do nothing rash.",ACT-18-36
73,``For you have brought these men here who are neither robbers of temples nor blasphemers of our goddess.,ACT-18-37
75,"``So then, if Demetrius and the craftsmen who are with him have a complaint against any man, the courts are in session and proconsuls are available; let them bring charges against one another.",ACT-18-38
77,"``But if you want anything beyond this, it shall be settled in the lawful assembly.",ACT-18-39
79,"``For indeed we are in danger of being accused of a riot in connection with today's events, since there is no real cause for it, and in this connection we will be unable to account for this disorderly gathering.""",ACT-18-40
81,After saying this he dismissed the assembly.Copyrighted Material,ACT-18-41
1,"After the uproar had ceased, Paul sent for the disciples, and when he had exhorted them and taken his leave of them, he left to go to Macedonia.",ACT-19-1
3,"When he had gone through those districts and had given them much exhortation, he came to Greece.",ACT-19-2
5,"And there he spent three months, and when a plot was formed against him by the Jews as he was about to set sail for Syria, he decided to return through Macedonia.",ACT-19-3
7,"And he was accompanied by Sopater of Berea, the son of Pyrrhus, and by Aristarchus and Secundus of the Thessalonians, and Gaius of Derbe, and Timothy, and Tychicus and Trophimus of Asia.",ACT-19-4
9,But these had gone on ahead and were waiting for us at Troas.,ACT-19-5
11,"We sailed from Philippi after the days of Unleavened Bread, and came to them at Troas within five days; and there we stayed seven days.",ACT-19-6
13,"On the first day of the week, when we were gathered together to break bread, Paul began talking to them, intending to leave the next day, and he prolonged his message until midnight.",ACT-19-7
15,There were many lamps in the upper room where we were gathered together.,ACT-19-8
17,"And there was a young man named Eutychus sitting on the window sill, sinking into a deep sleep; and as Paul kept on talking, he was overcome by sleep and fell down from the third floor and was picked up dead.",ACT-19-9
19,"But Paul went down and fell upon him, and after embracing him, he said, ``Do not be troubled, for his life is in him.""",ACT-19-10
21,"When he had gone back up and had broken the bread and eaten, he talked with them a long while until daybreak, and then left.",ACT-19-11
23,"They took away the boy alive, and were greatly comforted.",ACT-19-12
25,"But we, going ahead to the ship, set sail for Assos, intending from there to take Paul on board; for so he had arranged it, intending himself to go by land.",ACT-19-13
27,"And when he met us at Assos, we took him on board and came to Mitylene.",ACT-19-14
29,"Sailing from there, we arrived the following day opposite Chios; and the next day we crossed over to Samos; and the day following we came to Miletus.",ACT-19-15
31,"For Paul had decided to sail past Ephesus so that he would not have to spend time in Asia; for he was hurrying to be in Jerusalem, if possible, on the day of Pentecost.",ACT-19-16
33,From Miletus he sent to Ephesus and called to him the elders of the church.,ACT-19-17
35,"And when they had come to him, he said to them, ``You yourselves know, from the first day that I set foot in Asia, how I was with you the whole time,",ACT-19-18
37,serving the Lord with all humility and with tears and with trials which came upon me through the plots of the Jews;,ACT-19-19
39,"how I did not shrink from declaring to you anything that was profitable, and teaching you publicly and from house to house,",ACT-19-20
41,solemnly testifying to both Jews and Greeks of repentance toward God and faith in our Lord Jesus Christ.,ACT-19-21
43,"``And now, behold, bound by the Spirit, I am on my way to Jerusalem, not knowing what will happen to me there,",ACT-19-22
45,"except that the Holy Spirit solemnly testifies to me in every city, saying that bonds and afflictions await me.",ACT-19-23
47,"``But I do not consider my life of any account as dear to myself, so that I may finish my course and the ministry which I received from the Lord Jesus, to testify solemnly of the gospel of the grace of God.",ACT-19-24
49,"``And now, behold, I know that all of you, among whom I went about preaching the kingdom, will no longer see my face.",ACT-19-25
51,"``Therefore, I testify to you this day that I am innocent of the blood of all men.",ACT-19-26
53,``For I did not shrink from declaring to you the whole purpose of God.,ACT-19-27
55,"``Be on guard for yourselves and for all the flock, among which the Holy Spirit has made you overseers, to shepherd the church of God which He purchased with His own blood.",ACT-19-28
57,"``I know that after my departure savage wolves will come in among you, not sparing the flock;",ACT-19-29
59,"and from among your own selves men will arise, speaking perverse things, to draw away the disciples after them.",ACT-19-30
61,"``Therefore be on the alert, remembering that night and day for a period of three years I did not cease to admonish each one with tears.",ACT-19-31
63,"``And now I commend you to God and to the word of His grace, which is able to build you up and to give you the inheritance among all those who are sanctified.",ACT-19-32
65,``I have coveted no one's silver or gold or clothes.,ACT-19-33
67,``You yourselves know that these hands ministered to my own needs and to the men who were with me.,ACT-19-34
69,"``In everything I showed you that by working hard in this manner you must help the weak and remember the words of the Lord Jesus, that He Himself said, `It is more blessed to give than to receive.'""",ACT-19-35
71,"When he had said these things, he knelt down and prayed with them all.",ACT-19-36
73,"And they began to weep aloud and embraced Paul, and repeatedly kissed him,",ACT-19-37
75,"grieving especially over the word which he had spoken, that they would not see his face again. And they were accompanying him to the ship.Copyrighted Material",ACT-19-38
1,"When we had parted from them and had set sail, we ran a straight course to Cos and the next day to Rhodes and from there to Patara;",ACT-20-1
3,"and having found a ship crossing over to Phoenicia, we went aboard and set sail.",ACT-20-2
5,"When we came in sight of Cyprus, leaving it on the left, we kept sailing to Syria and landed at Tyre; for there the ship was to unload its cargo.",ACT-20-3
7,"After looking up the disciples, we stayed there seven days; and they kept telling Paul through the Spirit not to set foot in Jerusalem.",ACT-20-4
9,"When our days there were ended, we left and started on our journey, while they all, with wives and children, escorted us until we were out of the city. After kneeling down on the beach and praying, we said farewell to one another.",ACT-20-5
11,"Then we went on board the ship, and they returned home again.",ACT-20-6
13,"When we had finished the voyage from Tyre, we arrived at Ptolemais, and after greeting the brethren, we stayed with them for a day.",ACT-20-7
15,"On the next day we left and came to Caesarea, and entering the house of Philip the evangelist, who was one of the seven, we stayed with him.",ACT-20-8
17,Now this man had four virgin daughters who were prophetesses.,ACT-20-9
19,"As we were staying there for some days, a prophet named Agabus came down from Judea.",ACT-20-10
21,"And coming to us, he took Paul's belt and bound his own feet and hands, and said, ``This is what the Holy Spirit says: `In this way the Jews at Jerusalem will bind the man who owns this belt and deliver him into the hands of the Gentiles.'""",ACT-20-11
23,"When we had heard this, we as well as the local residents began begging him not to go up to Jerusalem.",ACT-20-12
25,"Then Paul answered, ``What are you doing, weeping and breaking my heart? For I am ready not only to be bound, but even to die at Jerusalem for the name of the Lord Jesus.""",ACT-20-13
27,"And since he would not be persuaded, we fell silent, remarking, ``The will of the Lord be done!""",ACT-20-14
29,After these days we got ready and started on our way up to Jerusalem.,ACT-20-15
31,"Some of the disciples from Caesarea also came with us, taking us to Mnason of Cyprus, a disciple of long standing with whom we were to lodge.",ACT-20-16
33,"After we arrived in Jerusalem, the brethren received us gladly.",ACT-20-17
35,"And the following day Paul went in with us to James, and all the elders were present.",ACT-20-18
37,"After he had greeted them, he began to relate one by one the things which God had done among the Gentiles through his ministry.",ACT-20-19
39,"And when they heard it they began glorifying God; and they said to him, ``You see, brother, how many thousands there are among the Jews of those who have believed, and they are all zealous for the Law;",ACT-20-20
41,"and they have been told about you, that you are teaching all the Jews who are among the Gentiles to forsake Moses, telling them not to circumcise their children nor to walk according to the customs.",ACT-20-21
43,"``What, then, is to be done? They will certainly hear that you have come.",ACT-20-22
45,``Therefore do this that we tell you. We have four men who are under a vow;,ACT-20-23
47,"take them and purify yourself along with them, and pay their expenses so that they may shave their heads; and all will know that there is nothing to the things which they have been told about you, but that you yourself also walk orderly, keeping the Law.",ACT-20-24
49,"``But concerning the Gentiles who have believed, we wrote, having decided that they should abstain from meat sacrificed to idols and from blood and from what is strangled and from fornication.""",ACT-20-25
51,"Then Paul took the men, and the next day, purifying himself along with them, went into the temple giving notice of the completion of the days of purification, until the sacrifice was offered for each one of them.",ACT-20-26
53,"When the seven days were almost over, the Jews from Asia, upon seeing him in the temple, began to stir up all the crowd and laid hands on him,",ACT-20-27
55,"crying out, ``Men of Israel, come to our aid! This is the man who preaches to all men everywhere against our people and the Law and this place; and besides he has even brought Greeks into the temple and has defiled this holy place.""",ACT-20-28
57,"For they had previously seen Trophimus the Ephesian in the city with him, and they supposed that Paul had brought him into the temple.",ACT-20-29
59,"Then all the city was provoked, and the people rushed together, and taking hold of Paul they dragged him out of the temple, and immediately the doors were shut.",ACT-20-30
61,"While they were seeking to kill him, a report came up to the commander of the Roman cohort that all Jerusalem was in confusion.",ACT-20-31
63,"At once he took along some soldiers and centurions and ran down to them; and when they saw the commander and the soldiers, they stopped beating Paul.",ACT-20-32
65,"Then the commander came up and took hold of him, and ordered him to be bound with two chains; and he began asking who he was and what he had done.",ACT-20-33
67,"But among the crowd some were shouting one thing and some another, and when he could not find out the facts because of the uproar, he ordered him to be brought into the barracks.",ACT-20-34
69,"When he got to the stairs, he was carried by the soldiers because of the violence of the mob;",ACT-20-35
71,"for the multitude of the people kept following them, shouting, ``Away with him!""",ACT-20-36
73,"As Paul was about to be brought into the barracks, he said to the commander, ``May I say something to you?"" And he said, ``Do you know Greek?",ACT-20-37
75,"``Then you are not the Egyptian who some time ago stirred up a revolt and led the four thousand men of the Assassins out into the wilderness?""",ACT-20-38
77,"But Paul said, ``I am a Jew of Tarsus in Cilicia, a citizen of no insignificant city; and I beg you, allow me to speak to the people.""",ACT-20-39
79,"When he had given him permission, Paul, standing on the stairs, motioned to the people with his hand; and when there was a great hush, he spoke to them in the Hebrew dialect, saying,Copyrighted Material",ACT-20-40
1,"``Brethren and fathers, hear my defense which I now offer to you.""",ACT-21-1
3,"And when they heard that he was addressing them in the Hebrew dialect, they became even more quiet; and he said,",ACT-21-2
5,"``I am a Jew, born in Tarsus of Cilicia, but brought up in this city, educated under Gamaliel, strictly according to the law of our fathers, being zealous for God just as you all are today.",ACT-21-3
7,"``I persecuted this Way to the death, binding and putting both men and women into prisons,",ACT-21-4
9,"as also the high priest and all the Council of the elders can testify. From them I also received letters to the brethren, and started off for Damascus in order to bring even those who were there to Jerusalem as prisoners to be punished.",ACT-21-5
11,"``But it happened that as I was on my way, approaching Damascus about noontime, a very bright light suddenly flashed from heaven all around me,",ACT-21-6
13,"and I fell to the ground and heard a voice saying to me, `Saul, Saul, why are you persecuting Me?'",ACT-21-7
15,"``And I answered, `Who are You, Lord?' And He said to me, `I am Jesus the Nazarene, whom you are persecuting.'",ACT-21-8
17,"``And those who were with me saw the light, to be sure, but did not understand the voice of the One who was speaking to me.",ACT-21-9
19,"``And I said, `What shall I do, Lord?' And the Lord said to me, `Get up and go on into Damascus, and there you will be told of all that has been appointed for you to do.'",ACT-21-10
21,"``But since I could not see because of the brightness of that light, I was led by the hand by those who were with me and came into Damascus.",ACT-21-11
23,"``A certain Ananias, a man who was devout by the standard of the Law, and well spoken of by all the Jews who lived there,",ACT-21-12
25,"came to me, and standing near said to me, `Brother Saul, receive your sight!' And at that very time I looked up at him.",ACT-21-13
27,"``And he said, `The God of our fathers has appointed you to know His will and to see the Righteous One and to hear an utterance from His mouth.",ACT-21-14
29,`For you will be a witness for Him to all men of what you have seen and heard.,ACT-21-15
31,"`Now why do you delay? Get up and be baptized, and wash away your sins, calling on His name.'",ACT-21-16
33,"``It happened when I returned to Jerusalem and was praying in the temple, that I fell into a trance,",ACT-21-17
35,"and I saw Him saying to me, `Make haste, and get out of Jerusalem quickly, because they will not accept your testimony about Me.'",ACT-21-18
37,"``And I said, `Lord, they themselves understand that in one synagogue after another I used to imprison and beat those who believed in You.",ACT-21-19
39,"`And when the blood of Your witness Stephen was being shed, I also was standing by approving, and watching out for the coats of those who were slaying him.'",ACT-21-20
41,"``And He said to me, `Go! For I will send you far away to the Gentiles.'""",ACT-21-21
43,"They listened to him up to this statement, and then they raised their voices and said, ``Away with such a fellow from the earth, for he should not be allowed to live!""",ACT-21-22
45,"And as they were crying out and throwing off their cloaks and tossing dust into the air,",ACT-21-23
47,"the commander ordered him to be brought into the barracks, stating that he should be examined by scourging so that he might find out the reason why they were shouting against him that way.",ACT-21-24
49,"But when they stretched him out with thongs, Paul said to the centurion who was standing by, ``Is it lawful for you to scourge a man who is a Roman and uncondemned?""",ACT-21-25
51,"When the centurion heard this, he went to the commander and told him, saying, ``What are you about to do? For this man is a Roman.""",ACT-21-26
53,"The commander came and said to him, ``Tell me, are you a Roman?"" And he said, ``Yes.""",ACT-21-27
55,"The commander answered, ``I acquired this citizenship with a large sum of money."" And Paul said, ``But I was actually born a citizen. """,ACT-21-28
57,"Therefore those who were about to examine him immediately let go of him; and the commander also was afraid when he found out that he was a Roman, and because he had put him in chains.",ACT-21-29
59,"But on the next day, wishing to know for certain why he had been accused by the Jews, he released him and ordered the chief priests and all the Council to assemble, and brought Paul down and set him before them.Copyrighted Material",ACT-21-30
1,"Paul, looking intently at the Council, said, ``Brethren, I have lived my life with a perfectly good conscience before God up to this day.""",ACT-22-1
3,The high priest Ananias commanded those standing beside him to strike him on the mouth.,ACT-22-2
5,"Then Paul said to him, ``God is going to strike you, you whitewashed wall! Do you sit to try me according to the Law, and in violation of the Law order me to be struck?""",ACT-22-3
7,"But the bystanders said, ``Do you revile God's high priest?""",ACT-22-4
9,"And Paul said, ``I was not aware, brethren, that he was high priest; for it is written, `YOU SHALL NOT SPEAK EVIL OF A RULER OF YOUR PEOPLE.'""",ACT-22-5
11,"But perceiving that one group were Sadducees and the other Pharisees, Paul began crying out in the Council, ``Brethren, I am a Pharisee, a son of Pharisees; I am on trial for the hope and resurrection of the dead!""",ACT-22-6
13,"As he said this, there occurred a dissension between the Pharisees and Sadducees, and the assembly was divided.",ACT-22-7
15,"For the Sadducees say that there is no resurrection, nor an angel, nor a spirit, but the Pharisees acknowledge them all.",ACT-22-8
17,"And there occurred a great uproar; and some of the scribes of the Pharisaic party stood up and began to argue heatedly, saying, ``We find nothing wrong with this man; suppose a spirit or an angel has spoken to him?""",ACT-22-9
19,"And as a great dissension was developing, the commander was afraid Paul would be torn to pieces by them and ordered the troops to go down and take him away from them by force, and bring him into the barracks.",ACT-22-10
21,"But on the night immediately following, the Lord stood at his side and said, ``Take courage; for as you have solemnly witnessed to My cause at Jerusalem, so you must witness at Rome also.""",ACT-22-11
23,"When it was day, the Jews formed a conspiracy and bound themselves under an oath, saying that they would neither eat nor drink until they had killed Paul.",ACT-22-12
25,There were more than forty who formed this plot.,ACT-22-13
27,"They came to the chief priests and the elders and said, ``We have bound ourselves under a solemn oath to taste nothing until we have killed Paul.",ACT-22-14
29,"``Now therefore, you and the Council notify the commander to bring him down to you, as though you were going to determine his case by a more thorough investigation; and we for our part are ready to slay him before he comes near the place. """,ACT-22-15
31,"But the son of Paul's sister heard of their ambush, and he came and entered the barracks and told Paul.",ACT-22-16
33,"Paul called one of the centurions to him and said, ``Lead this young man to the commander, for he has something to report to him.""",ACT-22-17
35,"So he took him and led him to the commander and said, ``Paul the prisoner called me to him and asked me to lead this young man to you since he has something to tell you.""",ACT-22-18
37,"The commander took him by the hand and stepping aside, began to inquire of him privately, ``What is it that you have to report to me?""",ACT-22-19
39,"And he said, ``The Jews have agreed to ask you to bring Paul down tomorrow to the Council, as though they were going to inquire somewhat more thoroughly about him.",ACT-22-20
41,"``So do not listen to them, for more than forty of them are lying in wait for him who have bound themselves under a curse not to eat or drink until they slay him; and now they are ready and waiting for the promise from you.""",ACT-22-21
43,"So the commander let the young man go, instructing him, ``Tell no one that you have notified me of these things.""",ACT-22-22
45,"And he called to him two of the centurions and said, ``Get two hundred soldiers ready by the third hour of the night to proceed to Caesarea, with seventy horsemen and two hundred spearmen.""",ACT-22-23
47,They were also to provide mounts to put Paul on and bring him safely to Felix the governor.,ACT-22-24
49,And he wrote a letter having this form:,ACT-22-25
51,"``Claudius Lysias, to the most excellent governor Felix, greetings.",ACT-22-26
53,"``When this man was arrested by the Jews and was about to be slain by them, I came up to them with the troops and rescued him, having learned that he was a Roman.",ACT-22-27
55,"``And wanting to ascertain the charge for which they were accusing him, I brought him down to their Council;",ACT-22-28
57,"and I found him to be accused over questions about their Law, but under no accusation deserving death or imprisonment.",ACT-22-29
59,"``When I was informed that there would be a plot against the man, I sent him to you at once, also instructing his accusers to bring charges against him before you.""",ACT-22-30
61,"So the soldiers, in accordance with their orders, took Paul and brought him by night to Antipatris.",ACT-22-31
63,"But the next day, leaving the horsemen to go on with him, they returned to the barracks.",ACT-22-32
65,"When these had come to Caesarea and delivered the letter to the governor, they also presented Paul to him.",ACT-22-33
67,"When he had read it, he asked from what province he was, and when he learned that he was from Cilicia,",ACT-22-34
69,"he said, ``I will give you a hearing after your accusers arrive also,"" giving orders for him to be kept in Herod's Praetorium.Copyrighted Material",ACT-22-35
1,"After five days the high priest Ananias came down with some elders, with an attorney named Tertullus, and they brought charges to the governor against Paul.",ACT-23-1
3,"After Paul had been summoned, Tertullus began to accuse him, saying to the governor, ``Since we have through you attained much peace, and since by your providence reforms are being carried out for this nation,",ACT-23-2
5,"we acknowledge this in every way and everywhere, most excellent Felix, with all thankfulness.",ACT-23-3
7,"``But, that I may not weary you any further, I beg you to grant us, by your kindness, a brief hearing.",ACT-23-4
9,"``For we have found this man a real pest and a fellow who stirs up dissension among all the Jews throughout the world, and a ringleader of the sect of the Nazarenes.",ACT-23-5
11,``And he even tried to desecrate the temple; and then we arrested him. [ We wanted to judge him according to our own Law.,ACT-23-6
13,"``But Lysias the commander came along, and with much violence took him out of our hands,",ACT-23-7
15,"ordering his accusers to come before you.] By examining him yourself concerning all these matters you will be able to ascertain the things of which we accuse him.""",ACT-23-8
17,"The Jews also joined in the attack, asserting that these things were so.",ACT-23-9
19,"When the governor had nodded for him to speak, Paul responded: ``Knowing that for many years you have been a judge to this nation, I cheerfully make my defense,",ACT-23-10
21,since you can take note of the fact that no more than twelve days ago I went up to Jerusalem to worship.,ACT-23-11
23,"``Neither in the temple, nor in the synagogues, nor in the city itself did they find me carrying on a discussion with anyone or causing a riot.",ACT-23-12
25,``Nor can they prove to you the charges of which they now accuse me.,ACT-23-13
27,"``But this I admit to you, that according to the Way which they call a sect I do serve the God of our fathers, believing everything that is in accordance with the Law and that is written in the Prophets;",ACT-23-14
29,"having a hope in God, which these men cherish themselves, that there shall certainly be a resurrection of both the righteous and the wicked.",ACT-23-15
31,"``In view of this, I also do my best to maintain always a blameless conscience both before God and before men.",ACT-23-16
33,``Now after several years I came to bring alms to my nation and to present offerings;,ACT-23-17
35,"in which they found me occupied in the temple, having been purified, without any crowd or uproar. But there were some Jews from Asia--",ACT-23-18
37,"who ought to have been present before you and to make accusation, if they should have anything against me.",ACT-23-19
39,"``Or else let these men themselves tell what misdeed they found when I stood before the Council,",ACT-23-20
41,"other than for this one statement which I shouted out while standing among them, `For the resurrection of the dead I am on trial before you today.'""",ACT-23-21
43,"But Felix, having a more exact knowledge about the Way, put them off, saying, ``When Lysias the commander comes down, I will decide your case.""",ACT-23-22
45,"Then he gave orders to the centurion for him to be kept in custody and yet have some freedom, and not to prevent any of his friends from ministering to him.",ACT-23-23
47,"But some days later Felix arrived with Drusilla, his wife who was a Jewess, and sent for Paul and heard him speak about faith in Christ Jesus.",ACT-23-24
49,"But as he was discussing righteousness, self-control and the judgment to come, Felix became frightened and said, ``Go away for the present, and when I find time I will summon you.""",ACT-23-25
51,"At the same time too, he was hoping that money would be given him by Paul; therefore he also used to send for him quite often and converse with him.",ACT-23-26
53,"But after two years had passed, Felix was succeeded by Porcius Festus, and wishing to do the Jews a favor, Felix left Paul imprisoned.Copyrighted Material",ACT-23-27
1,"Festus then, having arrived in the province, three days later went up to Jerusalem from Caesarea.",ACT-24-1
3,"And the chief priests and the leading men of the Jews brought charges against Paul, and they were urging him,",ACT-24-2
5,"requesting a concession against Paul, that he might have him brought to Jerusalem ( at the same time, setting an ambush to kill him on the way).",ACT-24-3
7,Festus then answered that Paul was being kept in custody at Caesarea and that he himself was about to leave shortly.,ACT-24-4
9,"``Therefore,"" he said, ``let the influential men among you go there with me, and if there is anything wrong about the man, let them prosecute him.""",ACT-24-5
11,"After he had spent not more than eight or ten days among them, he went down to Caesarea, and on the next day he took his seat on the tribunal and ordered Paul to be brought.",ACT-24-6
13,"After Paul arrived, the Jews who had come down from Jerusalem stood around him, bringing many and serious charges against him which they could not prove,",ACT-24-7
15,"while Paul said in his own defense, ``I have committed no offense either against the Law of the Jews or against the temple or against Caesar.""",ACT-24-8
17,"But Festus, wishing to do the Jews a favor, answered Paul and said, ``Are you willing to go up to Jerusalem and stand trial before me on these charges? """,ACT-24-9
19,"But Paul said, ``I am standing before Caesar's tribunal, where I ought to be tried. I have done no wrong to the Jews, as you also very well know.",ACT-24-10
21,"``If, then, I am a wrongdoer and have committed anything worthy of death, I do not refuse to die; but if none of those things is true of which these men accuse me, no one can hand me over to them. I appeal to Caesar.""",ACT-24-11
23,"Then when Festus had conferred with his council, he answered, ``You have appealed to Caesar, to Caesar you shall go.""",ACT-24-12
25,"Now when several days had elapsed, King Agrippa and Bernice arrived at Caesarea and paid their respects to Festus.",ACT-24-13
27,"While they were spending many days there, Festus laid Paul's case before the king, saying, ``There is a man who was left as a prisoner by Felix;",ACT-24-14
29,"and when I was at Jerusalem, the chief priests and the elders of the Jews brought charges against him, asking for a sentence of condemnation against him.",ACT-24-15
31,``I answered them that it is not the custom of the Romans to hand over any man before the accused meets his accusers face to face and has an opportunity to make his defense against the charges.,ACT-24-16
33,"``So after they had assembled here, I did not delay, but on the next day took my seat on the tribunal and ordered the man to be brought before me.",ACT-24-17
35,"``When the accusers stood up, they began bringing charges against him not of such crimes as I was expecting,",ACT-24-18
37,"but they simply had some points of disagreement with him about their own religion and about a dead man, Jesus, whom Paul asserted to be alive.",ACT-24-19
39,"``Being at a loss how to investigate such matters, I asked whether he was willing to go to Jerusalem and there stand trial on these matters.",ACT-24-20
41,"``But when Paul appealed to be held in custody for the Emperor's decision, I ordered him to be kept in custody until I send him to Caesar.""",ACT-24-21
43,"Then Agrippa said to Festus, ``I also would like to hear the man myself."" ``Tomorrow,"" he said, ``you shall hear him.""",ACT-24-22
45,"So, on the next day when Agrippa came together with Bernice amid great pomp, and entered the auditorium accompanied by the commanders and the prominent men of the city, at the command of Festus, Paul was brought in.",ACT-24-23
47,"Festus said, ``King Agrippa, and all you gentlemen here present with us, you see this man about whom all the people of the Jews appealed to me, both at Jerusalem and here, loudly declaring that he ought not to live any longer.",ACT-24-24
49,"``But I found that he had committed nothing worthy of death; and since he himself appealed to the Emperor, I decided to send him.",ACT-24-25
51,"``Yet I have nothing definite about him to write to my lord. Therefore I have brought him before you all and especially before you, King Agrippa, so that after the investigation has taken place, I may have something to write.",ACT-24-26
53,"``For it seems absurd to me in sending a prisoner, not to indicate also the charges against him.""Copyrighted Material",ACT-24-27
1,"Agrippa said to Paul, ``You are permitted to speak for yourself."" Then Paul stretched out his hand and proceeded to make his defense:",ACT-25-1
3,"``In regard to all the things of which I am accused by the Jews, I consider myself fortunate, King Agrippa, that I am about to make my defense before you today;",ACT-25-2
5,especially because you are an expert in all customs and questions among the Jews; therefore I beg you to listen to me patiently.,ACT-25-3
7,"``So then, all Jews know my manner of life from my youth up, which from the beginning was spent among my own nation and at Jerusalem;",ACT-25-4
9,"since they have known about me for a long time, if they are willing to testify, that I lived as a Pharisee according to the strictest sect of our religion.",ACT-25-5
11,``And now I am standing trial for the hope of the promise made by God to our fathers;,ACT-25-6
13,"the promise to which our twelve tribes hope to attain, as they earnestly serve God night and day. And for this hope, O King, I am being accused by Jews.",ACT-25-7
15,``Why is it considered incredible among you people if God does raise the dead?,ACT-25-8
17,"``So then, I thought to myself that I had to do many things hostile to the name of Jesus of Nazareth.",ACT-25-9
19,"``And this is just what I did in Jerusalem; not only did I lock up many of the saints in prisons, having received authority from the chief priests, but also when they were being put to death I cast my vote against them.",ACT-25-10
21,"``And as I punished them often in all the synagogues, I tried to force them to blaspheme; and being furiously enraged at them, I kept pursuing them even to foreign cities.",ACT-25-11
23,"``While so engaged as I was journeying to Damascus with the authority and commission of the chief priests,",ACT-25-12
25,"at midday, O King, I saw on the way a light from heaven, brighter than the sun, shining all around me and those who were journeying with me.",ACT-25-13
27,"``And when we had all fallen to the ground, I heard a voice saying to me in the Hebrew dialect, `Saul, Saul, why are you persecuting Me? It is hard for you to kick against the goads.'",ACT-25-14
29,"``And I said, `Who are You, Lord?' And the Lord said, `I am Jesus whom you are persecuting.",ACT-25-15
31,"`But get up and stand on your feet; for this purpose I have appeared to you, to appoint you a minister and a witness not only to the things which you have seen, but also to the things in which I will appear to you;",ACT-25-16
33,"rescuing you from the Jewish people and from the Gentiles, to whom I am sending you,",ACT-25-17
35,"to open their eyes so that they may turn from darkness to light and from the dominion of Satan to God, that they may receive forgiveness of sins and an inheritance among those who have been sanctified by faith in Me.'",ACT-25-18
37,"``So, King Agrippa, I did not prove disobedient to the heavenly vision,",ACT-25-19
39,"but kept declaring both to those of Damascus first, and also at Jerusalem and then throughout all the region of Judea, and even to the Gentiles, that they should repent and turn to God, performing deeds appropriate to repentance.",ACT-25-20
41,``For this reason some Jews seized me in the temple and tried to put me to death.,ACT-25-21
43,"``So, having obtained help from God, I stand to this day testifying both to small and great, stating nothing but what the Prophets and Moses said was going to take place;",ACT-25-22
45,"that the Christ was to suffer, and that by reason of His resurrection from the dead He would be the first to proclaim light both to the Jewish people and to the Gentiles.""",ACT-25-23
47,"While Paul was saying this in his defense, Festus said in a loud voice, ``Paul, you are out of your mind! Your great learning is driving you mad.""",ACT-25-24
49,"But Paul said, ``I am not out of my mind, most excellent Festus, but I utter words of sober truth.",ACT-25-25
51,"``For the king knows about these matters, and I speak to him also with confidence, since I am persuaded that none of these things escape his notice; for this has not been done in a corner.",ACT-25-26
53,"``King Agrippa, do you believe the Prophets? I know that you do.""",ACT-25-27
55,"Agrippa replied to Paul, ``In a short time you will persuade me to become a Christian.""",ACT-25-28
57,"And Paul said, ``I would wish to God, that whether in a short or long time, not only you, but also all who hear me this day, might become such as I am, except for these chains.""",ACT-25-29
59,"The king stood up and the governor and Bernice, and those who were sitting with them,",ACT-25-30
61,"and when they had gone aside, they began talking to one another, saying, ``This man is not doing anything worthy of death or imprisonment.""",ACT-25-31
63,"And Agrippa said to Festus, ``This man might have been set free if he had not appealed to Caesar.""Copyrighted Material",ACT-25-32
1,"When it was decided that we would sail for Italy, they proceeded to deliver Paul and some other prisoners to a centurion of the Augustan cohort named Julius.",ACT-26-1
3,"And embarking in an Adramyttian ship, which was about to sail to the regions along the coast of Asia, we put out to sea accompanied by Aristarchus, a Macedonian of Thessalonica.",ACT-26-2
5,The next day we put in at Sidon; and Julius treated Paul with consideration and allowed him to go to his friends and receive care.,ACT-26-3
7,From there we put out to sea and sailed under the shelter of Cyprus because the winds were contrary.,ACT-26-4
9,"When we had sailed through the sea along the coast of Cilicia and Pamphylia, we landed at Myra in Lycia.",ACT-26-5
11,"There the centurion found an Alexandrian ship sailing for Italy, and he put us aboard it.",ACT-26-6
13,"When we had sailed slowly for a good many days, and with difficulty had arrived off Cnidus, since the wind did not permit us to go farther, we sailed under the shelter of Crete, off Salmone;",ACT-26-7
15,"and with difficulty sailing past it we came to a place called Fair Havens, near which was the city of Lasea.",ACT-26-8
17,"When considerable time had passed and the voyage was now dangerous, since even the fast was already over, Paul began to admonish them,",ACT-26-9
19,"and said to them, ``Men, I perceive that the voyage will certainly be with damage and great loss, not only of the cargo and the ship, but also of our lives.""",ACT-26-10
21,But the centurion was more persuaded by the pilot and the captain of the ship than by what was being said by Paul.,ACT-26-11
